Ish Smith,32,WAS,PG,44,1,21,2.9,6.8,0.434,0.4,1.1,0.367,2.5,5.6,0.448,0.4,0.8,0.576,0.5,2.9,3.4,3.9,0.7,0.3,0.9,6.7,smithis01
Alex Len,27,2TM,C,64,42,15.3,2.7,4.3,0.615,0.1,0.4,0.32,2.5,4,0.644,1.1,1.8,0.629,1.2,2.8,4.1,0.8,0.3,1,0.9,6.6,lenal01
Alex Len,27,TOR,C,7,2,10.9,0.7,1.4,0.5,0.4,0.9,0.5,0.3,0.6,0.5,0.4,0.9,0.5,0,1.6,1.6,0.4,0.1,0.9,1.1,2.3,lenal01
Alex Len,27,WAS,C,57,40,15.8,2.9,4.7,0.619,0.1,0.3,0.263,2.8,4.4,0.647,1.2,1.9,0.636,1.4,3,4.4,0.8,0.3,1,0.8,7.1,lenal01
Trey Burke,28,DAL,PG,62,1,14.7,2.4,5.7,0.428,0.9,2.6,0.354,1.5,3,0.492,0.8,0.9,0.895,0.2,0.7,0.9,1.3,0.6,0.1,0.5,6.6,burketr01
Nic Claxton,21,BRK,C,32,1,18.6,2.8,4.5,0.621,0,0.2,0.2,2.8,4.4,0.636,1,2,0.484,1.3,3.8,5.2,0.9,0.7,1.3,0.6,6.6,claxtni01
Frank Kaminsky,27,PHO,C,47,13,15.2,2.6,5.5,0.471,0.7,1.8,0.365,1.9,3.7,0.523,0.8,1.3,0.617,0.8,3.2,4,1.7,0.3,0.4,0.5,6.6,kaminfr01
Xavier Tillman Sr.,22,MEM,PF,59,12,18.4,2.8,5.1,0.559,0.4,1.1,0.338,2.5,4,0.62,0.6,0.9,0.642,1.3,3.1,4.3,1.3,0.7,0.6,0.8,6.6,tillmxa01
Nemanja Bjelica,32,2TM,PF,37,3,16.1,2.4,5.3,0.454,0.7,2.3,0.318,1.7,3,0.559,1,1.4,0.725,0.8,2.6,3.4,1.9,0.4,0.1,0.9,6.5,bjeline01
Nemanja Bjelica,32,SAC,PF,26,1,16.9,2.7,5.8,0.46,0.7,2.2,0.293,2,3.5,0.565,1.2,1.6,0.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,7.2,bjeline01
Nemanja Bjelica,32,MIA,PF,11,2,14.2,1.8,4.2,0.435,0.9,2.5,0.37,0.9,1.7,0.526,0.5,0.8,0.556,0.5,2,2.5,1.8,0.6,0.3,0.5,5,bjeline01
Marquese Chriss,23,GSW,PF,2,0,13.5,2.5,7,0.357,0.5,2.5,0.2,2,4.5,0.444,1,2,0.5,1.5,5,6.5,1,0,1,1,6.5,chrisma01
Damion Lee,28,GSW,SG,57,1,18.9,2.2,4.8,0.467,1.4,3.4,0.397,0.9,1.4,0.638,0.7,0.8,0.909,0.4,2.8,3.2,1.3,0.7,0.1,0.5,6.5,leeda03
Chasson Randle,27,ORL,PG,41,5,20.4,2.2,5.8,0.388,1.1,3.2,0.338,1.2,2.6,0.449,0.9,1.2,0.792,0.2,1.8,2,1.8,0.5,0.1,1.1,6.5,randlch01
Denzel Valentine,27,CHI,SG,62,3,16.7,2.5,6.7,0.373,1.3,3.9,0.331,1.2,2.8,0.431,0.3,0.3,0.941,0.4,2.8,3.2,1.7,0.5,0.1,0.7,6.5,valende01
Avery Bradley,30,2TM,SG,27,6,22.3,2.4,6.3,0.374,1.2,3.7,0.327,1.1,2.6,0.443,0.4,0.6,0.8,0.3,1.8,2.1,1.7,0.8,0.1,1,6.4,bradlav01
Avery Bradley,30,MIA,SG,10,1,21.1,3.1,6.6,0.47,1.6,3.8,0.421,1.5,2.8,0.536,0.7,0.9,0.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,8.5,bradlav01
Avery Bradley,30,HOU,SG,17,5,23,1.9,6.2,0.314,1,3.7,0.27,0.9,2.5,0.381,0.3,0.4,0.833,0.4,1.9,2.3,1.9,0.8,0.1,1.1,5.2,bradlav01
Alex Caruso,26,LAL,PG,58,6,21,2.3,5.3,0.436,0.9,2.4,0.401,1.3,2.9,0.464,0.8,1.3,0.645,0.5,2.4,2.9,2.8,1.1,0.3,1.3,6.4,carusal01
Kira Lewis Jr.,19,NOP,PG,54,0,16.7,2.4,6.2,0.386,0.7,2.2,0.333,1.7,4,0.415,0.8,0.9,0.843,0.2,1.1,1.3,2.3,0.7,0.2,0.6,6.4,lewiski01
Timothé Luwawu-Cabarrot,25,BRK,SF,58,7,18.1,2.2,6.1,0.365,1.3,4.1,0.314,0.9,2,0.47,0.6,0.7,0.814,0.5,1.7,2.2,1.2,0.6,0.1,0.7,6.4,luwawti01
Deni Avdija,20,WAS,SF,54,32,23.3,2.4,5.8,0.417,1,3.1,0.315,1.4,2.7,0.535,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,6.3,avdijde01
Tyus Jones,24,MEM,PG,70,9,17.5,2.5,5.9,0.431,0.6,2,0.321,1.9,3.9,0.487,0.6,0.6,0.911,0.3,1.7,2,3.7,0.9,0.1,0.7,6.3,jonesty01
Frank Mason III,26,ORL,PG,4,1,19.8,2.3,6,0.375,0.5,1.3,0.4,1.8,4.8,0.368,1.3,1.8,0.714,0.8,2.3,3,3,0,0,1.3,6.3,masonfr01
Chimezie Metu,23,SAC,C,36,6,13.6,2.5,5,0.508,0.4,1,0.351,2.2,3.9,0.549,0.9,1.2,0.721,0.9,2.3,3.1,0.8,0.4,0.5,0.8,6.3,metuch01
Aron Baynes,34,TOR,C,53,31,18.5,2.5,5.7,0.441,0.5,1.9,0.262,2,3.8,0.532,0.5,0.8,0.707,1.6,3.5,5.2,0.9,0.3,0.4,0.9,6.1,baynear01
Facundo Campazzo,29,DEN,PG,65,19,21.9,1.8,4.8,0.381,1.2,3.3,0.352,0.7,1.5,0.444,1.2,1.4,0.879,0.3,1.7,2.1,3.6,1.2,0.2,1.1,6.1,campafa01
Robert Franks,24,ORL,PF,7,0,14.4,1.9,4,0.464,0.7,2.1,0.333,1.1,1.9,0.615,1.7,1.9,0.923,0.9,1.1,2,0.7,0.4,0.4,0.3,6.1,frankro01
Jaylen Hoard,21,OKC,SF,19,0,16.8,2.3,4.6,0.5,0,0.6,0,2.3,4.1,0.571,1.5,2.2,0.683,1.1,2.3,3.4,1.3,0.7,0.3,0.9,6.1,hoardja01
Max Strus,24,MIA,SF,39,0,13,2.2,4.8,0.455,1.3,3.8,0.338,0.9,1,0.897,0.4,0.6,0.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,6.1,strusma01
Dakota Mathias,25,PHI,SG,8,2,15.4,2.4,6,0.396,1,3.3,0.308,1.4,2.8,0.5,0.3,0.8,0.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,6,mathida01
Dean Wade,24,CLE,PF,63,19,19.2,2.1,4.9,0.431,1.2,3.4,0.366,0.9,1.6,0.571,0.5,0.6,0.769,0.6,2.8,3.4,1.2,0.6,0.3,0.5,6,wadede01
Dwight Powell,29,DAL,C,58,19,16.7,2.1,3.3,0.619,0.1,0.4,0.238,2,3,0.665,1.7,2.1,0.782,1.4,2.7,4,1.1,0.6,0.5,0.7,5.9,poweldw01
Drew Eubanks,23,SAS,C,54,3,14,2.1,3.8,0.566,0,0,1,2.1,3.8,0.562,1.4,2,0.726,1.4,3.1,4.5,0.8,0.3,0.9,0.8,5.8,eubandr01
DeAndre' Bembry,26,TOR,SF,51,12,19.1,2.3,4.5,0.513,0.3,1,0.264,2,3.4,0.589,0.9,1.3,0.682,0.6,2.2,2.9,2.1,1,0.4,1.4,5.7,bembrde01
Rodney McGruder,29,DET,SG,16,2,12.1,2.3,4.4,0.529,0.7,1.5,0.458,1.6,2.9,0.565,0.4,0.5,0.75,0.5,0.9,1.4,1,0.5,0.1,0.4,5.7,mcgruro01
Jordan Nwora,22,MIL,SF,30,2,9.1,2.1,4.5,0.459,0.9,2.1,0.452,1.1,2.4,0.466,0.6,0.8,0.76,0.3,1.7,2,0.2,0.5,0.2,0.8,5.7,nworajo01
Juan Toscano-Anderson,27,GSW,SG,53,16,20.9,2.3,3.9,0.579,0.7,1.7,0.402,1.6,2.2,0.718,0.4,0.6,0.71,0.5,3.9,4.4,2.8,0.8,0.5,1.2,5.7,toscaju01
Yogi Ferrell,27,2TM,PG,10,0,13.6,2,5.7,0.351,0.9,2.8,0.321,1.1,2.9,0.379,0.7,0.9,0.778,0.5,1.4,1.9,2.2,0.7,0.3,0.3,5.6,ferreyo01
Yogi Ferrell,27,CLE,PG,2,0,20,4,10.5,0.381,1.5,4.5,0.333,2.5,6,0.417,0,1,0,1.5,2,3.5,2.5,1.5,0.5,1.5,9.5,ferreyo01
Yogi Ferrell,27,LAC,PG,8,0,12,1.5,4.5,0.333,0.8,2.4,0.316,0.8,2.1,0.353,0.9,0.9,1,0.3,1.3,1.5,2.1,0.5,0.3,0,4.6,ferreyo01
Freddie Gillespie,23,TOR,PF,20,2,19.6,2.2,4.2,0.524,0,0,,2.2,4.2,0.524,1.2,1.7,0.697,2.1,2.8,4.9,0.5,0.7,1,0.6,5.6,gillefr01
Donta Hall,23,ORL,PF,13,0,13.8,1.9,2.7,0.714,0,0,,1.9,2.7,0.714,1.8,2.6,0.676,1.8,2.9,4.8,0.8,0.4,0.8,0.6,5.6,halldo01
Saben Lee,21,DET,PG,48,7,16.3,2.1,4.4,0.471,0.2,0.5,0.348,1.9,3.9,0.487,1.3,1.9,0.685,0.4,1.6,2,3.6,0.7,0.3,1.1,5.6,leesa01
Mychal Mulder,26,GSW,PG,60,6,12.8,2,4.4,0.449,1.4,3.6,0.397,0.6,0.9,0.667,0.2,0.4,0.636,0.1,0.9,1,0.4,0.2,0.2,0.3,5.6,muldemy01
Torrey Craig,30,2TM,SF,50,8,16.1,2.2,4.5,0.48,0.8,2.1,0.368,1.4,2.4,0.579,0.3,0.4,0.773,1.1,2.8,3.9,1,0.6,0.5,0.5,5.5,craigto01
Torrey Craig,30,MIL,SF,18,0,11.2,1,2.6,0.391,0.4,1.2,0.364,0.6,1.3,0.417,0.1,0.1,0.5,0.7,1.7,2.4,0.9,0.5,0.4,0.3,2.5,craigto01
Torrey Craig,30,PHO,SF,32,8,18.8,2.8,5.7,0.503,1,2.6,0.369,1.9,3,0.619,0.5,0.6,0.8,1.4,3.4,4.8,1,0.6,0.6,0.6,7.2,craigto01
Brad Wanamaker,31,2TM,PG,61,0,17.3,1.9,4.9,0.385,0.3,1.4,0.188,1.6,3.5,0.463,1.5,1.7,0.891,0.3,1.4,1.7,2.9,0.7,0.2,1.2,5.5,wanambr01
Brad Wanamaker,31,GSW,PG,39,0,16,1.6,4.4,0.353,0.3,1.6,0.213,1.2,2.9,0.429,1.3,1.4,0.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,4.7,wanambr01
Brad Wanamaker,31,CHO,PG,22,0,19.5,2.5,5.7,0.429,0.1,1.1,0.125,2.3,4.6,0.5,1.8,2,0.889,0.5,1.3,1.8,3.4,0.8,0.2,1.5,6.9,wanambr01
Jabari Parker,25,2TM,PF,13,0,12.7,2.3,4.2,0.545,0.2,0.8,0.182,2.2,3.4,0.636,0.8,1,0.769,0.8,2.5,3.2,0.8,0.1,0.4,0.8,5.5,parkeja01
Jabari Parker,25,SAC,PF,3,0,9,1.3,2.3,0.571,0,0.3,0,1.3,2,0.667,0,0,,0.3,1.7,2,0.3,0,0.3,1,2.7,parkeja01
Jabari Parker,25,BOS,PF,10,0,13.8,2.6,4.8,0.542,0.2,1,0.2,2.4,3.8,0.632,1,1.3,0.769,0.9,2.7,3.6,1,0.1,0.4,0.7,6.4,parkeja01
Anthony Lamb,23,HOU,SF,24,3,17.3,1.9,4.9,0.39,1,3,0.324,1,2,0.489,0.8,0.9,0.857,1.1,1.8,2.9,1,0.3,0.2,0.8,5.5,lamban01
Garrison Mathews,24,WAS,SG,64,24,16.2,1.5,3.7,0.409,1.2,3.1,0.384,0.3,0.6,0.538,1.3,1.5,0.884,0.3,1.1,1.4,0.4,0.5,0.1,0.2,5.5,mathega01
Devin Vassell,20,SAS,SF,62,7,17,2,4.9,0.406,0.8,2.4,0.347,1.1,2.5,0.464,0.7,0.8,0.843,0.4,2.4,2.8,0.9,0.7,0.3,0.4,5.5,vassede01
Rajon Rondo,34,2TM,PG,45,3,17.1,2.1,4.8,0.442,0.8,2,0.404,1.3,2.8,0.468,0.4,0.4,0.941,0.4,2,2.4,4.4,0.8,0.1,1.8,5.4,rondora01
Rajon Rondo,34,ATL,PG,27,2,14.9,1.6,4.1,0.4,0.6,1.7,0.378,1,2.4,0.415,0,0.1,0.5,0.1,1.9,2,3.5,0.7,0.1,1.4,3.9,rondora01
Rajon Rondo,34,LAC,PG,18,1,20.4,2.8,5.8,0.486,1.1,2.4,0.432,1.8,3.4,0.525,0.8,0.8,1,0.8,2.3,3.1,5.8,1,0.1,2.2,7.6,rondora01
Derrick Favors,29,UTA,C,68,0,15.3,2.3,3.6,0.638,0,0,0,2.3,3.5,0.643,0.9,1.2,0.738,2,3.5,5.5,0.6,0.5,1,0.5,5.4,favorde01
Taj Gibson,35,NYK,C,45,3,20.8,2.2,3.5,0.627,0.1,0.3,0.2,2.1,3.2,0.671,0.9,1.2,0.727,2.2,3.4,5.6,0.8,0.7,1.1,0.5,5.4,gibsota01
Tyler Johnson,28,BRK,SG,39,3,17.5,1.8,4.7,0.393,1.2,3.4,0.364,0.6,1.3,0.471,0.5,0.5,0.857,0.2,1.8,2,1.2,0.4,0,0.4,5.4,johnsty01
Jahlil Okafor,25,DET,C,27,2,12.9,2.3,3.8,0.618,0.1,0.3,0.222,2.3,3.4,0.656,0.6,0.9,0.708,0.9,1.6,2.4,0.5,0.2,0.2,0.8,5.4,okafoja01
Josh Okogie,22,MIN,SG,59,37,20.3,1.7,4.3,0.402,0.5,1.8,0.269,1.2,2.5,0.5,1.4,1.8,0.769,1.1,1.6,2.6,1.1,0.9,0.5,0.7,5.4,okogijo01
Justin Patton,23,HOU,C,13,6,19,2.2,5.4,0.414,0.7,2.6,0.265,1.5,2.8,0.556,0.2,0.3,0.75,1.1,2.7,3.8,1.1,0.9,1.1,0.3,5.4,pattoju01
Jarred Vanderbilt,21,MIN,PF,64,30,17.8,2.2,3.7,0.606,0,0.1,0.2,2.2,3.6,0.615,0.9,1.6,0.559,1.8,3.9,5.8,1.2,1,0.7,0.8,5.4,vandeja01
Mason Jones,22,2TM,SG,32,1,10.4,1.6,3.8,0.423,0.8,2.1,0.364,0.9,1.8,0.491,1.3,2,0.625,0.2,1.5,1.7,1.3,0.2,0,0.9,5.3,jonesma05
Mason Jones,22,HOU,SG,26,1,11.8,1.8,4.4,0.412,0.9,2.5,0.359,0.9,1.9,0.48,1.3,2.2,0.614,0.2,1.8,2,1.5,0.2,0,1.1,5.8,jonesma05
Mason Jones,22,PHI,SG,6,0,4.5,0.8,1.5,0.556,0.2,0.3,0.5,0.7,1.2,0.571,0.8,1.2,0.714,0.5,0.2,0.7,0.5,0.2,0,0.2,2.7,jonesma05
Willie Cauley-Stein,27,DAL,C,53,16,17.1,2.2,3.4,0.632,0,0.2,0.091,2.2,3.2,0.667,0.9,1.5,0.628,1.2,3.2,4.5,0.7,0.4,0.8,0.5,5.3,caulewi01
Jarrett Culver,21,MIN,SG,34,7,14.7,2,4.9,0.411,0.4,1.6,0.245,1.6,3.4,0.487,0.9,1.4,0.604,1,2.1,3.1,0.7,0.5,0.3,0.8,5.3,culveja01
Glenn Robinson III,27,SAC,SF,23,2,16,1.8,4.3,0.424,0.7,1.9,0.364,1.1,2.4,0.473,0.9,1,0.913,0.5,1.5,2,0.9,0.2,0.1,0.5,5.3,robingl02
Tony Snell,29,ATL,SG,47,23,21.1,1.9,3.6,0.515,1.3,2.3,0.569,0.6,1.3,0.419,0.2,0.2,1,0.4,2,2.4,1.3,0.3,0.2,0.4,5.3,snellto01
Maurice Harkless,27,2TM,SF,37,23,20.9,1.9,4.5,0.418,0.6,2.3,0.274,1.2,2.2,0.568,0.9,1.2,0.767,0.4,2.1,2.4,1.2,0.8,0.5,0.6,5.2,harklma01
Maurice Harkless,27,MIA,SF,11,3,11.3,0.5,1.2,0.385,0.5,1,0.455,0,0.2,0,0,0.2,0,0.2,1,1.2,0.6,0.2,0.4,0.3,1.4,harklma01
Maurice Harkless,27,SAC,PF,26,20,24.9,2.5,5.8,0.421,0.7,2.8,0.247,1.8,3,0.582,1.3,1.6,0.805,0.4,2.5,2.9,1.4,1.1,0.6,0.7,6.9,harklma01
D.J. Wilson,24,2TM,PF,35,1,12.4,1.9,4.8,0.405,0.9,2.5,0.345,1.1,2.3,0.469,0.5,0.7,0.68,0.6,2.6,3.2,0.7,0.3,0.5,0.6,5.2,wilsodj01
D.J. Wilson,24,MIL,PF,12,0,8.8,1.3,3.6,0.372,0.8,2.3,0.357,0.5,1.3,0.4,0.1,0.2,0.5,0.3,1.8,2.1,0.3,0.1,0.3,0.3,3.6,wilsodj01
D.J. Wilson,24,HOU,PF,23,1,14.3,2.3,5.4,0.416,0.9,2.6,0.339,1.4,2.9,0.485,0.7,1,0.696,0.7,3,3.8,0.9,0.4,0.5,0.8,6.1,wilsodj01
Alize Johnson,24,BRK,PF,18,0,10.5,2.2,3.8,0.588,0.1,0.3,0.167,2.2,3.4,0.629,0.7,0.7,1,1.5,3.5,5,0.8,0.3,0.3,0.5,5.2,johnsal02
Patrick Patterson,31,LAC,PF,38,5,15.3,1.9,4.3,0.436,1.1,2.9,0.357,0.8,1.4,0.604,0.3,0.4,0.765,0.5,1.5,2,0.8,0.4,0.2,0.3,5.2,pattepa01
Dylan Windler,24,CLE,SF,31,0,16.5,1.8,4.2,0.438,0.8,2.5,0.338,1,1.7,0.585,0.7,0.9,0.778,0.6,2.8,3.5,1.1,0.6,0.4,1,5.2,windldy01
Isaiah Hartenstein,22,2TM,C,46,2,12.2,2,3.7,0.55,0,0.1,0.333,2,3.6,0.558,1,1.5,0.648,1.4,2.5,3.9,1.2,0.4,0.8,1,5.1,harteis01
Isaiah Hartenstein,22,DEN,C,30,0,9.1,1.4,2.7,0.513,0,0,,1.4,2.7,0.513,0.7,1.2,0.611,1.3,1.5,2.8,0.5,0.4,0.7,0.7,3.5,harteis01
Isaiah Hartenstein,22,CLE,C,16,2,17.9,3.3,5.7,0.582,0.1,0.4,0.333,3.2,5.3,0.6,1.5,2.2,0.686,1.6,4.4,6,2.5,0.5,1.2,1.4,8.3,harteis01
Goga Bitadze,21,IND,C,45,3,12.5,1.8,4.3,0.428,0.4,1.8,0.253,1.4,2.6,0.548,1,1.4,0.738,1.3,2,3.3,0.8,0.2,1.3,0.4,5.1,bitadgo01
Sekou Doumbouya,20,DET,PF,56,11,15.5,1.9,5,0.379,0.5,2.1,0.226,1.4,3,0.485,0.8,1.1,0.703,0.7,1.9,2.6,0.8,0.4,0.2,0.8,5.1,doumbse01
Jake Layman,26,MIN,SF,45,11,13.9,2,4.1,0.495,0.5,1.7,0.295,1.5,2.4,0.642,0.6,0.8,0.703,0.3,1.2,1.5,0.6,0.6,0.4,0.6,5.1,laymaja01
Nerlens Noel,26,NYK,C,64,41,24.2,2.1,3.5,0.614,0,0,0,2.1,3.4,0.623,0.8,1.1,0.714,2.2,4.2,6.4,0.7,1.1,2.2,1,5.1,noelne01
Precious Achiuwa,21,MIA,PF,61,4,12.1,2,3.7,0.544,0,0,0,2,3.7,0.546,0.9,1.8,0.509,1.2,2.2,3.4,0.5,0.3,0.5,0.7,5,achiupr01
Bismack Biyombo,28,CHO,C,66,36,20.4,2.2,3.7,0.587,0,0,0,2.2,3.7,0.589,0.7,1.6,0.448,2.1,3.2,5.3,1.2,0.3,1.1,1.1,5,biyombi01
Marc Gasol,36,LAL,C,52,42,19.1,1.7,3.7,0.454,1,2.3,0.41,0.7,1.4,0.528,0.7,1,0.72,0.7,3.4,4.1,2.1,0.5,1.1,1,5,gasolma01
Trey Lyles,25,SAS,PF,23,9,15.6,1.9,3.9,0.478,0.6,1.7,0.35,1.3,2.2,0.58,0.7,1,0.652,0.4,3.3,3.7,0.6,0.3,0,0.3,5,lylestr01
Caleb Martin,25,CHO,SF,53,3,15.4,1.8,4.8,0.375,0.6,2.4,0.248,1.2,2.5,0.496,0.8,1.2,0.641,0.6,2.1,2.7,1.3,0.7,0.2,0.6,5,martica02
Jordan McLaughlin,24,MIN,PG,51,2,18.4,2,4.7,0.413,0.6,1.8,0.359,1.3,2.9,0.447,0.5,0.6,0.767,0.4,1.7,2.1,3.8,1,0.1,1,5,mclaujo01
Tyler Cook,23,2TM,SF,32,1,13.7,2.2,3.2,0.67,0,0.1,0.5,2.1,3.2,0.673,0.5,1.1,0.486,0.9,2.1,3,0.5,0.3,0.1,0.7,4.9,cookty01
Tyler Cook,23,BRK,PF,4,0,4.3,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0,0,,0.3,0.3,0.5,0.5,0,0,0.3,0.5,cookty01
Tyler Cook,23,DET,SF,28,1,15,2.4,3.6,0.68,0,0.1,0.5,2.4,3.5,0.684,0.6,1.3,0.486,1,2.4,3.3,0.5,0.3,0.1,0.7,5.5,cookty01
Brandon Goodwin,25,ATL,PG,47,5,13.2,1.8,4.7,0.377,0.7,2.2,0.311,1.1,2.6,0.433,0.6,0.9,0.651,0.2,1.3,1.5,2,0.4,0,0.8,4.9,goodwbr01
E'Twaun Moore,31,PHO,SG,27,1,14.4,2,4.5,0.455,0.4,1.3,0.314,1.6,3.2,0.512,0.4,0.5,0.857,0.5,1.1,1.7,1.5,0.6,0.2,0.9,4.9,mooreet01
Jerome Robinson,23,WAS,SG,17,6,17.9,1.6,5.6,0.295,0.6,2.5,0.262,1,3.1,0.321,0.9,1.2,0.8,0.2,2,2.2,1.5,0.7,0.4,1.1,4.9,robinje01
Langston Galloway,29,PHO,SG,40,0,11,1.7,3.7,0.449,0.9,2.1,0.424,0.8,1.6,0.484,0.6,0.6,0.957,0.2,0.9,1.1,0.7,0.2,0,0.3,4.8,gallola01
Wesley Matthews,34,LAL,SG,58,10,19.5,1.5,4.3,0.353,1.1,3.4,0.335,0.4,0.9,0.418,0.6,0.7,0.854,0.3,1.3,1.6,0.9,0.7,0.3,0.4,4.8,matthwe02
Gabe Vincent,24,MIA,PG,50,7,13.1,1.8,4.7,0.378,0.9,3,0.309,0.8,1.7,0.5,0.4,0.5,0.87,0.2,0.9,1.1,1.3,0.4,0,0.7,4.8,vincega01
Damian Jones,25,3TM,C,39,10,14,1.8,2.6,0.68,0,0.1,0.2,1.8,2.5,0.704,1.1,1.5,0.724,0.9,2.2,3.1,0.7,0.3,0.7,0.7,4.7,jonesda03
Damian Jones,25,PHO,C,14,0,6.7,0.6,1.1,0.5,0,0.1,0,0.6,1.1,0.533,0.4,0.8,0.545,0.5,0.8,1.3,0.3,0.1,0.4,0.4,1.6,jonesda03
Damian Jones,25,LAL,C,8,6,14,2,2.1,0.941,0,0,,2,2.1,0.941,1.4,1.5,0.917,1,2.3,3.3,0.1,0.1,0.9,0.6,5.4,jonesda03
Damian Jones,25,SAC,C,17,4,20.1,2.7,4.1,0.657,0.1,0.2,0.25,2.6,3.9,0.682,1.5,2.1,0.714,1.2,3.3,4.5,1.4,0.5,1,0.9,6.9,jonesda03
Troy Brown Jr.,21,2TM,SF,34,0,15.4,1.8,4.2,0.431,0.6,2.1,0.314,1.2,2.2,0.541,0.4,0.6,0.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,4.7,browntr01
Troy Brown Jr.,21,WAS,SF,21,0,13.7,1.6,4.2,0.371,0.7,2.2,0.304,0.9,2,0.442,0.5,0.7,0.667,0.5,2.4,2.9,0.9,0.1,0.2,0.8,4.3,browntr01
Troy Brown Jr.,21,CHI,SF,13,0,18.2,2.2,4.2,0.527,0.6,1.8,0.333,1.6,2.4,0.677,0.4,0.5,0.833,0.7,2.7,3.4,0.8,0.5,0.2,0.4,5.5,browntr01
Boban Marjanović,32,DAL,C,33,3,8.2,1.9,3.7,0.508,0,0.2,0.125,1.8,3.5,0.535,0.9,1.2,0.816,1.4,2.5,3.9,0.3,0.1,0.2,0.4,4.7,marjabo01
Aaron Nesmith,21,BOS,SF,46,1,14.5,1.7,3.9,0.438,0.9,2.3,0.37,0.8,1.5,0.543,0.5,0.6,0.786,0.6,2.2,2.8,0.5,0.3,0.2,0.5,4.7,nesmiaa01
Grant Williams,22,BOS,PF,63,9,18.1,1.7,3.9,0.437,0.8,2,0.372,1,1.9,0.508,0.5,0.8,0.588,0.8,2.1,2.8,1,0.5,0.4,0.9,4.7,willigr01
Nassir Little,20,POR,PF,48,2,13.3,1.6,3.5,0.467,0.6,1.7,0.35,1,1.8,0.575,0.8,0.9,0.8,0.7,2,2.7,0.5,0.1,0.3,0.4,4.6,littlna01
Semi Ojeleye,26,BOS,PF,56,15,17,1.6,3.9,0.403,1,2.8,0.367,0.6,1.1,0.492,0.4,0.6,0.75,0.6,2.1,2.6,0.7,0.3,0,0.4,4.6,ojelese01
Onyeka Okongwu,20,ATL,C,50,4,12,1.9,3,0.644,0,0.1,0,1.9,2.9,0.658,0.7,1.1,0.632,1.2,2,3.3,0.4,0.5,0.7,0.6,4.6,okongon01
JaKarr Sampson,27,IND,PF,29,4,10.9,1.9,3.9,0.496,0.1,0.5,0.2,1.8,3.4,0.541,0.7,1,0.655,0.9,1.7,2.7,0.1,0.1,0.5,0.5,4.6,sampsja02
Rodney Hood,28,2TM,SF,55,5,17.1,1.7,4.7,0.362,0.6,2.1,0.301,1.1,2.7,0.408,0.4,0.5,0.857,0.4,1.5,1.9,1,0.4,0.1,0.7,4.5,hoodro01
Rodney Hood,28,POR,SF,38,5,19.1,1.9,5.3,0.363,0.7,2.2,0.298,1.3,3.1,0.41,0.2,0.3,0.75,0.5,1.4,1.9,1.2,0.5,0.1,0.8,4.7,hoodro01
Rodney Hood,28,TOR,SF,17,0,12.7,1.2,3.5,0.356,0.5,1.7,0.31,0.7,1.8,0.4,0.9,0.9,0.938,0.3,1.5,1.8,0.4,0.2,0.2,0.3,3.9,hoodro01
Solomon Hill,29,ATL,PF,71,16,21.3,1.5,4.2,0.359,1,3,0.321,0.5,1.2,0.453,0.5,0.6,0.761,0.6,2.4,3,1.1,0.7,0.2,0.6,4.5,hillso01
Kelan Martin,25,IND,SF,35,0,9.2,1.8,3.9,0.449,0.7,1.7,0.4,1.1,2.2,0.487,0.3,0.3,0.9,0.5,1.7,2.2,0.5,0.3,0.3,0.5,4.5,martike03
Al-Farouq Aminu,30,2TM,PF,23,14,18.9,1.7,4.3,0.384,0.3,1.6,0.216,1.3,2.7,0.484,0.8,1,0.818,1,3.8,4.8,1.3,0.8,0.4,1.2,4.4,aminual01
Al-Farouq Aminu,30,ORL,PF,17,14,21.6,2.1,5.2,0.404,0.4,1.8,0.226,1.7,3.4,0.5,0.8,1,0.824,1.2,4.2,5.4,1.7,1,0.5,1.5,5.5,aminual01
Al-Farouq Aminu,30,CHI,PF,6,0,11.2,0.3,1.7,0.2,0.2,1,0.167,0.2,0.7,0.25,0.7,0.8,0.8,0.3,2.8,3.2,0.3,0.3,0,0.5,1.5,aminual01
Charlie Brown Jr.,23,OKC,SG,9,1,16.9,1.4,4.8,0.302,0.6,2.3,0.238,0.9,2.4,0.364,1,1.1,0.9,0.3,1.6,1.9,1,0.4,0.2,0.7,4.4,brownch02
Andre Iguodala,37,MIA,SF,63,5,21.3,1.5,3.9,0.383,1,2.9,0.33,0.6,1,0.53,0.4,0.6,0.658,0.6,2.9,3.5,2.3,0.9,0.6,1.1,4.4,iguodan01
Stanley Johnson,24,TOR,PF,61,13,16.5,1.5,3.8,0.382,0.7,2.2,0.328,0.7,1.6,0.458,0.7,0.9,0.8,0.5,2,2.5,1.5,0.9,0.3,0.9,4.4,johnsst04
